ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,RandomSeed,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,Condition,ConditionList,ConditionList.Cycle,ConditionList.Sample,Procedure[Block],Running[Block],Trial,A1,A2,A3,CVCCRESP,CVCRESP,CVXCRESP,EnglishBig,EnglishPlural,EnglishTest,EnglishWord,FakeCV,FakeCVC,FakeCVX,FakePlural,FakeWord,ItemNumber,Order1,Order3,Order5,PLURALCRESP,Procedure[Trial],Prompt,Prompt.CRESP,Prompt.Word,Running[Trial],StimDisplay.ACC,StimDisplay.CRESP,StimDisplay.DurationError,StimDisplay.OnsetDelay,StimDisplay.OnsetTime,StimDisplay.OnsetToOnsetTime,StimDisplay.RESP,StimDisplay.RT,StimDisplay.RTTime,TrialList1,TrialList1.Cycle,TrialList1.Sample
FHList1June8,15,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">10823070823028</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-15-1,60,1.0.0.4,1,445916388,2.0.10.242,2.0.10.242,9/27/2012,9/27/2012 21:49,14:49:16,2.0.10.147,1,CVX,3,2,1,ListProc,ConditionList,145,tatahkolu,tahtahkolu,talkolutalkolu,3,1,3,big needle,needles,needles,needle,tatahkolu,tahtahkolu,tahtahkolu,talkolutalkolu,talkolu,49,1,3,5,5,TrialProc,Plural,5,talkolutalkolu,TrialList1,1,5,"-999,999",17,1420109,0,5,1073,1421182,49,1,145
FHList1June8,15,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">10823070823028</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-15-1,60,1.0.0.4,1,445916388,2.0.10.242,2.0.10.242,9/27/2012,9/27/2012 21:49,14:49:16,2.0.10.147,1,CVX,3,2,1,ListProc,ConditionList,146,hitvusahitvusa,hithitvusa,hihitvusa,3,5,3,big nail,nails,nails,nail,hihitvusa,hithitvusa,hithitvusa,hitvusahitvusa,hitvusa,47,5,3,1,1,TrialProc,Plural,1,hitvusahitvusa,TrialList1,1,1,"-999,999",16,1423742,0,1,1427,1425169,47,1,146
FHList1June8,15,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">10823070823028</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-15-1,60,1.0.0.4,1,445916388,2.0.10.242,2.0.10.242,9/27/2012,9/27/2012 21:49,14:49:16,2.0.10.147,1,CVX,3,2,1,ListProc,ConditionList,147,wokwisawokwisa,wowokwisa,wokwokwisa,5,3,5,big storm,storms,big storm,storm,wowokwisa,wokwokwisa,wokwokwisa,wokwisawokwisa,wokwisa,94,5,1,3,1,TrialProc,Big,5,wokwokwisa,TrialList1,1,5,"-999,999",2,1427694,0,5,5007,1432701,94,1,147
FHList1June8,15,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">10823070823028</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-15-1,60,1.0.0.4,1,445916388,2.0.10.242,2.0.10.242,9/27/2012,9/27/2012 21:49,14:49:16,2.0.10.147,1,CVX,3,2,1,ListProc,ConditionList,148,kutkutrulu,kukutrulu,kutrulukutrulu,1,3,1,big bug,bugs,big bug,bug,kukutrulu,kutkutrulu,kutkutrulu,kutrulukutrulu,kutrulu,92,3,1,5,5,TrialProc,Big,1,kutkutrulu,TrialList1,1,1,"-999,999",16,1435242,0,1,3784,1439026,92,1,148
FHList1June8,15,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">10823070823028</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-15-1,60,1.0.0.4,1,445916388,2.0.10.242,2.0.10.242,9/27/2012,9/27/2012 21:49,14:49:16,2.0.10.147,1,CVX,3,2,1,ListProc,ConditionList,149,balbalhala,balhalabalhala,babalhala,1,5,1,big grass,grasses,grasses,grass,babalhala,balbalhala,balbalhala,balhalabalhala,balhala,3,3,5,1,3,TrialProc,Plural,3,balhalabalhala,TrialList1,1,3,"-999,999",2,1441561,0,3,1324,1442885,3,1,149
FHList1June8,15,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">10823070823028</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T21:49:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-15-1,60,1.0.0.4,1,445916388,2.0.10.242,2.0.10.242,9/27/2012,9/27/2012 21:49,14:49:16,2.0.10.147,1,CVX,3,2,1,ListProc,ConditionList,150,vavamrulu,vamruluvamrulu,vamvamrulu,5,1,5,big brush,brushes,big brush,brush,vavamrulu,vamvamrulu,vamvamrulu,vamruluvamrulu,vamrulu,78,1,5,3,3,TrialProc,Big,5,vamvamrulu,TrialList1,1,5,"-999,999",15,1445426,0,5,3383,1448809,78,1,150
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,1,punusapunusa,pupunusa,punpunusa,5,3,3,big window,windows,big window,window,pupunusa,punpunusa,pupunusa,punusapunusa,punusa,100,5,1,3,1,TrialProc,Big,3,pupunusa,TrialList1,1,3,"-999,999",1,944976,0,3,4511,949487,100,1,1
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,2,kakaltopa,kalkaltopa,kaltopakaltopa,3,1,3,big circle,circles,big circle,circle,kakaltopa,kalkaltopa,kalkaltopa,kaltopakaltopa,kaltopa,127,1,3,5,5,TrialProc,Big,1,kakaltopa,TrialList1,1,1,"-999,999",1,952026,0,1,3490,955516,127,1,2
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,3,vamvamruta,vavamruta,vamrutavamruta,1,3,1,big hat,hats,hats,hat,vavamruta,vamvamruta,vamvamruta,vamrutavamruta,vamruta,32,3,1,5,5,TrialProc,Plural,5,vamrutavamruta,TrialList1,0,5,"-999,999",1,958043,0,3,3827,961870,32,1,3
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,4,womwomhatu,womhatuwomhatu,wowomhatu,1,5,1,big axe,axes,axes,axe,wowomhatu,womwomhatu,womwomhatu,womhatuwomhatu,womhatu,39,3,5,1,3,TrialProc,Plural,3,womhatuwomhatu,TrialList1,0,3,"-999,999",1,964410,0,5,3586,967996,39,1,4
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,5,tatalbipa,talbipatalbipa,taltalbipa,5,1,5,big mouth,mouths,big mouth,mouth,tatalbipa,taltalbipa,taltalbipa,talbipatalbipa,talbipa,96,1,5,3,3,TrialProc,Big,1,tatalbipa,TrialList1,0,1,"-999,999",17,970543,0,3,3209,973752,96,1,5
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,6,rerevupa,revrevupa,revuparevupa,3,1,1,big hill,hills,big hill,hill,rerevupa,revrevupa,rerevupa,revuparevupa,revupa,133,1,3,5,5,TrialProc,Big,1,rerevupa,TrialList1,0,1,"-999,999",16,976309,0,3,3815,980124,133,1,6
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,7,kokomutu,komutukomutu,komkomutu,5,1,1,big chair,chairs,chairs,chair,kokomutu,komkomutu,kokomutu,komutukomutu,komutu,36,1,5,3,3,TrialProc,Plural,3,komutukomutu,TrialList1,0,3,"-999,999",2,982661,0,5,2562,985223,36,1,7
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,8,hitnukuhitnuku,hihitnuku,hithitnuku,5,3,5,big baby,babies,big baby,baby,hihitnuku,hithitnuku,hithitnuku,hitnukuhitnuku,hitnuku,136,5,1,3,1,TrialProc,Big,3,hihitnuku,TrialList1,0,3,"-999,999",1,987760,0,5,3584,991344,136,1,8
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,9,vehvehawa,vevehawa,vehawavehawa,1,3,3,big woman,women,women,woman,vevehawa,vehvehawa,vevehawa,vehawavehawa,vehawa,8,3,1,5,5,TrialProc,Plural,5,vehawavehawa,TrialList1,0,5,"-999,999",1,993877,0,1,4142,998019,8,1,9
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,10,kakasota,kasotakasota,kaskasota,5,1,1,big coat,coats,big coat,coat,kakasota,kaskasota,kakasota,kasotakasota,kasota,102,1,5,3,3,TrialProc,Big,1,kakasota,TrialList1,0,1,-1,16,1000576,7017,,0,0,102,1,10
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,11,koskosopa,kokosopa,kosopakosopa,1,3,3,big nose,noses,big nose,nose,kokosopa,koskosopa,kokosopa,kosopakosopa,kosopa,110,3,1,5,5,TrialProc,Big,3,kokosopa,TrialList1,0,3,"-999,999",17,1010127,0,1,3640,1013767,110,1,11
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,12,lamlamtosa,lalamtosa,lamtosalamtosa,1,3,1,big doll,dolls,big doll,doll,lalamtosa,lamlamtosa,lamlamtosa,lamtosalamtosa,lamtosa,86,3,1,5,5,TrialProc,Big,3,lalamtosa,TrialList1,0,3,"-999,999",17,1016327,0,1,3165,1019492,86,1,12
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,13,talmotatalmota,taltalmota,tatalmota,3,5,3,big rock,rocks,rocks,rock,tatalmota,taltalmota,taltalmota,talmotatalmota,talmota,5,5,3,1,1,TrialProc,Plural,1,talmotatalmota,TrialList1,0,1,"-999,999",16,1022043,0,3,6270,1028313,5,1,13
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,14,womwomwilu,womwiluwomwilu,wowomwilu,1,5,1,big foot,feet,feet,foot,wowomwilu,womwomwilu,womwomwilu,womwiluwomwilu,womwilu,57,3,5,1,3,TrialProc,Plural,3,womwiluwomwilu,TrialList1,0,3,"-999,999",16,1030860,0,1,4765,1035625,57,1,14
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,15,hehewisa,hewisahewisa,hewhewisa,5,1,1,big wing,wings,wings,wing,hehewisa,hewhewisa,hehewisa,hewisahewisa,hewisa,66,1,5,3,3,TrialProc,Plural,3,hewisahewisa,TrialList1,0,3,"-999,999",2,1038162,0,5,6138,1044300,66,1,15
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,16,nesepanesepa,nesnesepa,nenesepa,3,5,5,big fence,fences,big fence,fence,nenesepa,nesnesepa,nenesepa,nesepanesepa,nesepa,143,5,3,1,1,TrialProc,Big,5,nenesepa,TrialList1,0,5,"-999,999",1,1046845,0,3,5478,1052323,143,1,16
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,17,neknekola,nenekola,nekolanekola,1,3,3,big ball,balls,balls,ball,nenekola,neknekola,nenekola,nekolanekola,nekola,2,3,1,5,5,TrialProc,Plural,5,nekolanekola,TrialList1,1,5,"-999,999",16,1054877,0,5,4682,1059559,2,1,17
FHList1June8,16,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3399920000</Frequency><Timestamp dt:dt=""r8"">16329356651998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2012-09-27T22:16:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",FHList1June8-16-1,59.999,1.0.0.4,1,548646021,2.0.10.242,2.0.10.242,9/27/2012,,15:16:15,2.0.10.147,1,CV,1,2,1,ListProc,ConditionList,18,sibitasibita,sibsibita,sisibita,3,5,5,big board,boards,big board,board,sisibita,sibsibita,sisibita,sibitasibita,sibita,149,5,3,1,1,TrialProc,Big,5,sisibita,TrialList1,0,5,"-999,999",1,1062095,0,1,2413,1064508,149,1,18
